Score,Title,URL,Publish Date,Source,Source Score,Political Score,Twitter Score,Time Decay
0.167492358556592,Twitter takes down 926 accounts linked to the Royal Thai Army,https://thethaiger.com/news/national/twitter-takes-down-926-accounts-linked-to-the-royal-thai-army,2020-10-09 01:03:34,phuketgazette.net,0.399136893430751,0.990127021337379,,0.312182736942905
0.167423819361261,Anti-government activists confirm details of October 14 protest,https://thethaiger.com/hot-news/protests/anti-government-activists-confirm-details-of-october-14-protest,2020-10-09 00:51:28,phuketgazette.net,0.399136893430751,0.990127021337379,,0.312054989296954
0.165507461696786,Pattaya customers advised city mall is not edible,https://www.pattayamail.com/socialscene/pattaya-customers-advised-city-mall-is-not-edible-330226,2020-10-17 00:02:30,pattayamail.com,0.418634570049615,,,0.658917779624192
0.154134704390204,Foreigners owning property in Thailand welcome to return,https://www.pattayamail.com/latestnews/news/foreigners-owning-property-in-thailand-welcome-to-return-329314,2020-10-09 00:54:01,pattayamail.com,0.418634570049615,0.809037000253089,,0.31208189827297
0.151843070757381,Chiang Mai police investigate elderly American’s death from apparent 7th storey fall,https://thethaiger.com/news/chiang-mai/chiang-mai-police-investigate-elderly-americans-death-from-apparent-fall-from-7th-storey,2020-10-09 00:03:17,phuketgazette.net,0.399136893430751,0.826335681741341,,0.311547837435075
0.149708125065286,Movie Preview: The War With Grandpa,https://www.bangkokpost.com/learning/learning-entertainment/1999487/movie-preview-the-war-with-grandpa,2020-10-09 00:36:00,bangkokpost.com,0.8,,,0.311891925651967
0.149687902641445,"Policeman killed, soldiers wounded in Pattani",https://www.bangkokpost.com/thailand/general/1999479/policeman-killed-soldiers-wounded-in-pattani,2020-10-09 00:32:00,bangkokpost.com,0.8,,,0.311849795607496
0.147406118565581,"3,000 police officers to be deployed at pro-democracy rally to “keep the peace”",https://thethaiger.com/hot-news/protests/3000-police-officers-to-be-deployed-at-pro-democracy-rally-to-keep-the-peace,2020-10-06 01:22:26,phuketgazette.net,0.399136893430751,0.990127021337379,,0.274744746514569
0.140482780402738,Demand for Bangkok Governor Election,https://www.pattayamail.com/thailandnews/demand-for-bangkok-governor-election-328946,2020-10-06 03:11:06,pattayamail.com,0.418634570049615,0.862273124740886,,0.275530619412489
0.136670123490869,Thailand to further reopen for investors,https://www.pattayamail.com/thailandnews/thailand-to-further-reopen-for-investors-328939,2020-10-06 03:08:06,pattayamail.com,0.418634570049615,0.81627884873615,,0.275508832941215
0.134222558092435,Man allegedly shoots another over lottery ticket feud,https://thethaiger.com/news/bangkok/man-allegedly-shoots-another-over-lottery-ticket-feud,2020-10-06 01:54:12,phuketgazette.net,0.399136893430751,0.828821406416949,,0.274973785887115
0.132428095895589,PM orders probe after top zoo official killed while investigating missing rare deer case at Songkhla Zoo,https://thethaiger.com/hot-news/crime/pm-orders-probe-after-top-zoo-official-killed-while-investigating-missing-rare-deer-case-at-songkhla-zoo,2020-10-06 00:33:01,phuketgazette.net,0.399136893430751,0.81048620054328,,0.27438958458521
0.132160321586256,Export outlook improves slightly: shippers,https://www.bangkokpost.com/business/1997507/export-outlook-improves-slightly-shippers,2020-10-06 02:44:00,bangkokpost.com,0.8,,,0.27533400227604
0.105827442531137,"9 new Covid-19 cases detected in quarantine, all asymptomatic",https://thethaiger.com/coronavirus/9-new-covid-19-cases-detected-in-quarantine-all-asymptomatic,2020-10-14 04:25:00,phuketgazette.net,0.399136893430751,,,0.441901192162041
0.104314653849281,Digital Economy Ministry dismisses “fake news” that mobile phones cause cancer,https://thethaiger.com/hot-news/technology/digital-economy-ministry-dismisses-fake-news-that-mobile-phones-cause-cancer,2020-10-14 00:49:34,phuketgazette.net,0.399136893430751,,,0.435584274596244
0.10421983203855,"Thailand to make AstraZeneca Covid-19 vaccine, hoped to be available by mid-2021",https://thethaiger.com/coronavirus/thailand-to-make-astrazeneca-covid-19-vaccine-hoped-to-be-available-by-mid-2021,2020-10-14 00:35:45,phuketgazette.net,0.399136893430751,,,0.435188329556352
0.095753178665926,A Phuket first for green power,https://www.thephuketnews.com/a-phuket-first-for-green-power-77593.php,2020-10-09 00:35:00,thephuketnews.com,0.511696544354929,,,0.311881391508138
0.084169903460275,Heavy weather warning for the south,https://www.thephuketnews.com/heavy-weather-warning-for-the-south-77557.php,2020-10-06 00:00:00,thephuketnews.com,0.511696544354929,,,0.27415305700213
0.078582413988423,Coronavirus Disease 2019 (COVID-19) situation in Thailand,https://www.pattayamail.com/thailandnews/coronavirus-disease-2019-covid-19-situation-in-thailand-121-328950,2020-10-06 03:14:11,pattayamail.com,0.418634570049615,,0.34,0.275553016427974
0.075138583922052,Under absolutely no circumstances should you fall card Pattaya this year - Coconuts Bangkok,https://coconuts.co/bangkok/news/under-absolutely-no-circumstances-should-you-fall-card-pattaya-this-year/,2020-10-09 01:14:06,thailandnews.net,,0.802006722426283,,0.31229407203143
0.075128840314682,The myth of native English speaking teachers in Thailand,https://thethaiger.com/news/national/the-myth-of-native-english-speaking-teachers-in-thailand,2020-10-09 03:27:26,phuketgazette.net,0.399136893430751,,,0.313713754050058
0.074631230957498,Economic think tank says shopping stimulus will only help in the short-term,https://thethaiger.com/hot-news/economy/economic-think-tank-says-shopping-stimulus-will-only-help-in-the-short-term,2020-10-09 00:11:40,phuketgazette.net,0.399136893430751,,,0.311635898176645
0.069225110341565,Mudslide closes Khao Sam Muk road in Bangsaen beach,https://www.pattayamail.com/news/mudslide-closes-khao-sam-muk-road-in-bangsaen-beach-328919,2020-10-06 03:20:29,pattayamail.com,0.418634570049615,,,0.275598795999189
0.069218995108626,"TAT launches ‘Expat Travel Bonus, The Healthy Journey’ promotional campaign",https://www.pattayamail.com/thailandnews/tat-launches-expat-travel-bonus-the-healthy-journey-promotional-campaign-328952,2020-10-06 03:17:08,pattayamail.com,0.418634570049615,,,0.275574450047992
0.06908006043477,Pattaya mayor rushes aid to victims of storm and mud runoff,https://www.pattayamail.com/news/pattaya-mayor-rushes-aid-to-victims-of-storm-and-mud-runoff-328912,2020-10-06 02:00:47,pattayamail.com,0.418634570049615,,,0.275021323743684
0.067400504797754,New Zealand Now Has The ‘Most Powerful’ Passport In The World,https://pattayaone.news/new-zealand-now-has-the-most-powerful-passport/,2020-10-06 01:00:04,Pattaya One,,0.818214069372542,,0.274583824532816
0.065687996663878,Thai government considers easing restrictions for foreign business travellers,https://thethaiger.com/coronavirus/thai-government-considers-easing-restrictions-for-foreign-business-travellers,2020-10-06 00:19:23,phuketgazette.net,0.399136893430751,,,0.274291842757329
0,Apple Is Working On A ‘Self-Healing’ Screen That Repairs Scratches On Devices,https://pattayaone.news/apple-is-working-self-healing-screen-that-repairs-scratches/,2020-10-06 00:00:43,Pattaya One,,,,0.2741581846093
